"UNIT","GEO","TIME","DAYSWEEK","SEX","ACL00","Value","Flag and Footnotes"
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Travel except travel related to jobs","1:51",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Travel to/from work","1:10",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Travel related to study","1:18",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Travel related to shopping and services","0:42",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Transporting a child","0:50",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Travel related to other household purposes","0:00",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Travel related to leisure, social and associative life","1:11",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Unspecified travel","0:48",""
"Participation time (hh:mm)","Netherlands","2010","All days of the week","Total","Unspecified time use","1:35",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Personal care","10:34",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Sleep","8:21",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Eating","1:26",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Other and/or unspecified personal care","0:52",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","7:45",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Main and second job and related travel","7:45",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:48",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Study","4:24",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","School and university except homework","3:57",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Homework","3:11",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Free time study","2:13",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Household and family care","3:51",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Food management except dish washing","1:02",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Dish washing","0:30",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Cleaning dwelling","1:01",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:49",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Laundry","0:36",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Ironing","0:52",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","0:58",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Gardening; other pet care","1:17",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Tending domestic animals","1:11",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Caring for pets","0:38",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Walking the dog","1:21",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Construction and repairs ","1:59",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Shopping and services","1:01",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:30",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Teaching, reading and talking with child","1:21",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Household management and help family member","0:45",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Leisure, social and associative life","5:01",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Organisational work","2:48",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Informal help to other households","2:49",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Participatory activities","1:27",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Visiting and feasts","2:03",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Other social life","1:12",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Entertainment and culture","3:05",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Resting","0:58",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Walking and hiking","1:20",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:48",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Computer games","1:59",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Computing","1:09",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:10",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Reading books","1:04",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Reading, except books","0:51",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","TV and video","2:27",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Radio and music","0:49",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Unspecified leisure ","1:00",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Travel except travel related to jobs","1:27",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Travel to/from work","0:58",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Travel related to study","0:59",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Travel related to shopping and services","0:39",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Transporting a child","0:42",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Travel related to other household purposes","0:42",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Travel related to leisure, social and associative life","1:05",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Unspecified travel","0:54",""
"Participation time (hh:mm)","Austria","2010","All days of the week","Total","Unspecified time use","0:46",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Personal care","11:01",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Sleep","8:29",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Eating","1:35",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Other and/or unspecified personal care","0:59",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","7:40",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Main and second job and related travel","7:46",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:37",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Study","4:06",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","School and university except homework","4:59",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Homework","2:36",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Free time study","1:47",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Household and family care","3:54",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Food management except dish washing","1:15",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Dish washing","0:37",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Cleaning dwelling","1:00",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:51",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Laundry","0:36",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Ironing","0:43",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:15",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Gardening; other pet care","1:44",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Tending domestic animals","1:07",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Caring for pets","0:28",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Walking the dog","1:07",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Construction and repairs ","2:12",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Shopping and services","0:57",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:41",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Teaching, reading and talking with child","1:24",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Household management and help family member","0:54",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Leisure, social and associative life","4:56",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Organisational work","2:21",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Informal help to other households","2:13",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Participatory activities","1:06",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Visiting and feasts","1:34",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Other social life","0:53",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Entertainment and culture","1:56",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Resting","0:54",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Walking and hiking","1:19",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:31",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Computer games","1:38",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Computing","1:18",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:11",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Reading books","1:14",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Reading, except books","0:46",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","TV and video","2:28",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Radio and music","0:52",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Unspecified leisure ","1:04",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Travel except travel related to jobs","1:19",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Travel to/from work","1:01",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Travel related to study","1:23",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Travel related to shopping and services","0:38",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Transporting a child","0:47",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Travel related to other household purposes","0:46",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Travel related to leisure, social and associative life","1:01",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Unspecified travel","0:34",""
"Participation time (hh:mm)","Poland","2010","All days of the week","Total","Unspecified time use","0:29",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Personal care","11:39",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Sleep","8:42",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Eating","1:47",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Other and/or unspecified personal care","1:11",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","7:15",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Main and second job and related travel","7:12",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:33",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Study","4:38",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","School and university except homework","5:03",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Homework","2:22",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Free time study","1:50",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Household and family care","4:08",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Food management except dish washing","1:35",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Dish washing","0:46",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Cleaning dwelling","1:02",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Household upkeep except cleaning dwelling","1:02",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Laundry","1:08",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Ironing","0:59",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:19",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Gardening; other pet care","2:16",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Tending domestic animals","1:12",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Caring for pets","0:24",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Walking the dog","1:06",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Construction and repairs ","1:18",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Shopping and services","0:59",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:43",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Teaching, reading and talking with child","1:13",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Household management and help family member","1:09",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Leisure, social and associative life","4:19",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Organisational work","2:31",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Informal help to other households","2:04",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Participatory activities","1:58",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Visiting and feasts","1:23",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Other social life","0:56",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Entertainment and culture","1:56",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Resting","1:11",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Walking and hiking","1:35",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:37",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Computer games","1:37",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Computing","1:51",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:26",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Reading books","1:22",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Reading, except books","0:49",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","TV and video","2:30",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Radio and music","0:54",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Unspecified leisure ","0:57",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Travel except travel related to jobs","1:13",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Travel to/from work","1:04",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Travel related to study","1:13",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Travel related to shopping and services","0:43",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Transporting a child","0:45",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Travel related to other household purposes","0:49",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Travel related to leisure, social and associative life","0:58",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Unspecified travel","0:41",""
"Participation time (hh:mm)","Romania","2010","All days of the week","Total","Unspecified time use","0:25",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Personal care","10:40",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Sleep","8:28",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Eating","1:24",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Other and/or unspecified personal care","0:51",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","7:21",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Main and second job and related travel","7:24",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:27",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Study","4:01",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","School and university except homework","4:08",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Homework","2:35",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Free time study","2:29",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Household and family care","3:15",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Food management except dish washing","0:49",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Dish washing","0:25",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Cleaning dwelling","0:43",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:47",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Laundry","0:30",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Ironing","0:34",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:19",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Gardening; other pet care","1:15",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Tending domestic animals","0:00",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Caring for pets","0:33",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Walking the dog","1:06",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Construction and repairs ","1:32",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Shopping and services","0:54",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:38",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Teaching, reading and talking with child","0:54",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Household management and help family member","0:40",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Leisure, social and associative life","5:52",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Organisational work","2:04",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Informal help to other households","1:46",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Participatory activities","1:25",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Visiting and feasts","1:32",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Other social life","0:50",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Entertainment and culture","1:44",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Resting","0:51",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Walking and hiking","1:08",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:31",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Computer games","1:48",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Computing","1:09",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:11",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Reading books","1:13",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Reading, except books","0:53",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","TV and video","2:37",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Radio and music","1:01",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Unspecified leisure ","1:02",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Travel except travel related to jobs","1:37",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Travel to/from work","0:49",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Travel related to study","0:57",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Travel related to shopping and services","0:35",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Transporting a child","0:36",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Travel related to other household purposes","0:40",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Travel related to leisure, social and associative life","1:17",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Unspecified travel","0:30",""
"Participation time (hh:mm)","Finland","2010","All days of the week","Total","Unspecified time use","1:02",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Personal care","10:34",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Sleep","8:18",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Eating","1:27",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Other and/or unspecified personal care","0:57",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","6:59",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Main and second job and related travel","6:58",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:35",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Study","3:49",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","School and university except homework","3:07",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Homework","3:47",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Free time study","2:34",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Household and family care","3:16",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Food management except dish washing","0:54",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Dish washing","0:28",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Cleaning dwelling","0:51",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:29",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Laundry","0:31",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Ironing","0:46",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:26",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Gardening; other pet care","1:18",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Tending domestic animals","0:35",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Caring for pets","0:28",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Walking the dog","1:09",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Construction and repairs ","1:39",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Shopping and services","1:10",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:23",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Teaching, reading and talking with child","1:02",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Household management and help family member","0:59",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Leisure, social and associative life","5:06",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Organisational work","2:15",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Informal help to other households","1:33",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Participatory activities","1:30",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Visiting and feasts","1:31",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Other social life","1:01",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Entertainment and culture","2:02",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Resting","1:11",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Walking and hiking","1:06",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:29",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Computer games","1:42",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Computing","1:03",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:19",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Reading books","1:05",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Reading, except books","0:55",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","TV and video","2:46",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Radio and music","0:57",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Unspecified leisure ","0:30",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Travel except travel related to jobs","2:23",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Travel to/from work","1:02",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Travel related to study","0:53",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Travel related to shopping and services","0:43",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Transporting a child","0:43",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Travel related to other household purposes","0:45",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Travel related to leisure, social and associative life","1:13",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Unspecified travel","2:12",""
"Participation time (hh:mm)","United Kingdom","2010","All days of the week","Total","Unspecified time use","1:36",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Personal care","10:21",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Sleep","8:01",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Eating","1:26",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Other and/or unspecified personal care","0:56",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","7:02",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Main and second job and related travel","7:00",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:19",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Study","4:02",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","School and university except homework","4:48",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Homework","2:23",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Free time study","2:12",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Household and family care","3:17",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Food management except dish washing","0:46",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Dish washing","0:28",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Cleaning dwelling","0:52",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:37",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Laundry","0:29",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Ironing","0:30",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:29",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Gardening; other pet care","1:02",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Tending domestic animals","0:00",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Caring for pets","0:26",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Walking the dog","0:59",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Construction and repairs ","1:59",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Shopping and services","0:49",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:20",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Teaching, reading and talking with child","0:57",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Household management and help family member","0:48",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Leisure, social and associative life","5:45",""
"Participation time (hh:mm)","Norway","2010","All days of the week","Total","Organisational work","2:42",""
